hash,cls,source,name,icon,score,verts,parts,ntex,height
0x27BF0,unclear,geometry,,,3.57,12,3,5,113.6
0x2EA07,building,geometry,,,3.57,431,2,8,1722.9
0x3C191,building,geometry,,,3.57,157,2,6,498.3
0x40A24,unclear,geometry,,,3.57,24,4,6,94.3
0x44E2,unclear,geometry,,,3.57,12,3,5,113.6
0x491E1,unclear,geometry,,,3.57,24,4,6,94.3
0x2091E,small,geometry,,,3.56,331,3,1,24.4
0x2A140,item,icon,,itemIcon_172352.png,3.56,239,2,1,24.3
0x3F72C,small,geometry,,,3.56,331,3,1,24.4
0x3FAEC,small,geometry,,,3.56,239,2,1,24.3
0x18337,unclear,geometry,,,3.56,175,1,2,104.9
0x1B82F,building,geometry,,,3.56,268,3,4,623.0
0x1B831,building,geometry,,,3.56,268,3,4,623.0
0x1B83C,building,geometry,,,3.56,270,3,4,623.0
0x1B83E,building,geometry,,,3.56,268,3,4,623.0
0x1B840,building,geometry,,,3.56,270,3,4,623.0
0x2158A,building,geometry,,,3.56,268,3,4,623.0
0x2158C,building,geometry,,,3.56,268,3,4,623.0
0x2158E,building,geometry,,,3.56,270,3,4,623.0
0x21590,building,geometry,,,3.56,268,3,4,623.0
0x21592,building,geometry,,,3.56,270,3,4,623.0
0x21619,building,geometry,,,3.56,368,2,3,2832.2
0x21F99,unclear,geometry,,,3.56,175,1,2,104.9
0x3240E,building,geometry,,,3.56,309,3,5,236.7
0x338AD,building,geometry,,,3.56,249,3,5,236.7
0x34B17,building,geometry,,,3.56,124,3,7,665.8
0x471BA,building,geometry,,,3.56,171,2,7,1157.1
0x4916,building,geometry,,,3.56,368,2,3,2832.2
0x49341,unclear,geometry,,,3.56,108,2,5,80.4
0x4F2DD,building,geometry,,,3.56,171,2,7,1157.1
0x278D2,small,geometry,,,3.55,217,2,1,24.0
0x36F51,small,geometry,,,3.55,217,2,1,24.0
0x25580,item,icon,,itemIcon_152960.png,3.55,315,4,2,23.5
0x2AAB3,unclear,geometry,,,3.55,52,2,3,166.1
0x2AAB4,unclear,geometry,,,3.55,52,2,3,166.1
0x2A6AB,item,icon,,itemIcon_173739.png,3.55,388,3,1,24.6
0x2F250,unclear,geometry,,,3.55,52,2,3,166.1
0x2F253,unclear,geometry,,,3.55,52,2,3,166.1
0x3F7BA,small,geometry,,,3.55,315,4,2,23.5
0x3FD60,small,geometry,,,3.55,388,3,1,24.6
0x2884A,building,geometry,,,3.55,265,3,4,540.3
0x9F51,building,geometry,,,3.55,265,3,4,540.3
0x15E72,item,icon,,itemIcon_89714.png,3.54,301,2,1,24.6
0x3F644,small,geometry,,,3.54,301,2,1,24.6
0x155EF,small,geometry,,,3.54,181,2,1,23.3
0x20853,item,icon,,itemIcon_133203.png,3.54,181,2,1,23.3
0x277BD,item,icon,,itemIcon_161725.png,3.54,307,2,1,25.2
0x369B2,small,geometry,,,3.54,181,2,1,23.3
0x36C98,small,geometry,,,3.54,181,2,1,23.3
0x3FA8F,unclear,geometry,,,3.54,307,2,1,25.2
0x4930E,building,geometry,,,3.54,205,3,8,384.1
0x17892,unclear,geometry,,,3.54,352,2,3,102.6
0x21A67,unclear,geometry,,,3.54,352,2,3,102.6
0x2AA4F,building,geometry,,,3.54,157,2,5,220.6
0x375C5,item,icon,,itemIcon_226757.png,3.54,388,4,1,38.2
0x37CB1,building,geometry,,,3.54,157,2,5,220.6
0x402F6,unclear,geometry,,,3.54,388,4,1,38.2
0x45796,building,geometry,,,3.54,327,4,8,1111.0
0x45F43,building,geometry,,,3.54,291,4,8,1111.0
0x475D3,building,geometry,,,3.54,284,3,6,2099.0
0x48C0A,item,icon,,itemIcon_297994.png,3.54,170,2,1,18.5
0x49177,item,icon,,itemIcon_299383.png,3.54,256,2,1,18.4
0x4F65F,building,geometry,,,3.54,284,3,6,2099.0
0x50592,small,geometry,,,3.54,256,2,1,18.4
0x58E99,small,geometry,,,3.54,366,3,1,18.4
0x59144,small,geometry,,,3.54,362,3,1,18.4
0x5962D,small,geometry,,,3.54,362,3,1,18.4
0x89ED,building,geometry,,,3.54,327,4,8,1111.0
0xF809,building,geometry,,,3.54,291,4,8,1111.0
0x2A33E,item,icon,,itemIcon_172862.png,3.53,351,3,1,26.0
0x36B09,small,geometry,,,3.53,223,3,1,24.6
0x3785B,item,icon,,itemIcon_227419.png,3.53,339,3,1,39.2
0x3FC45,unclear,geometry,,,3.53,351,3,1,26.0
0x404AE,unclear,geometry,,,3.53,339,3,1,39.2
0xB9FB,item,icon,,itemIcon_47611.png,3.53,223,3,1,24.6
0x25563,item,icon,,itemIcon_152931.png,3.53,485,3,1,43.6
0x26FA9,item,icon,,itemIcon_159657.png,3.53,308,2,1,24.0
0x2A6BC,item,icon,,itemIcon_173756.png,3.53,248,2,1,30.1
0x2A6EE,item,icon,,itemIcon_173806.png,3.53,274,2,1,30.1
0x3F7AB,unclear,geometry,,,3.53,485,3,1,43.6
0x3FD69,unclear,geometry,,,3.53,248,2,1,30.1
0x3FD87,unclear,geometry,,,3.53,274,2,1,30.1
0x45469,small,geometry,,,3.53,308,2,1,24.0
0x17583,building,geometry,,,3.53,467,2,6,352.5
0x1EEB5,building,geometry,,,3.53,357,3,5,1393.3
0x1FECF,building,geometry,,,3.53,362,3,8,1055.5
0x2175A,building,geometry,,,3.53,330,3,2,4088.8
0x21A8E,building,geometry,,,3.53,362,3,8,1055.5
0x21E9F,building,geometry,,,3.53,357,3,5,1393.3
0x25226,building,geometry,,,3.53,414,2,3,4088.8
0x27B65,unclear,geometry,,,3.53,51,2,5,116.8
0x2814E,building,geometry,,,3.53,380,4,6,215.7
0x284A8,building,geometry,,,3.53,235,2,6,658.9
0x288DF,building,geometry,,,3.53,467,2,6,352.5
0x31CBB,item,icon,,itemIcon_203963.png,3.53,264,3,1,24.4
0x31D60,item,icon,,itemIcon_204128.png,3.53,310,2,1,39.3
0x31DBF,item,icon,,itemIcon_204223.png,3.53,418,4,1,39.3
0x3351F,building,geometry,,,3.53,380,3,5,1393.3
0x37F5F,unclear,geometry,,,3.53,164,5,6,136.8
0x3C5F3,building,geometry,,,3.53,380,3,5,1393.3
0x3EA79,unclear,geometry,,,3.53,164,5,6,136.8
0x403FA,small,geometry,,,3.53,264,3,1,24.4
0x4052C,unclear,geometry,,,3.53,418,4,1,39.3
0x4056C,unclear,geometry,,,3.53,310,2,1,39.3
0x457FF,building,geometry,,,3.53,378,2,6,1966.4
0x473A9,building,geometry,,,3.53,483,2,6,1393.3
0x491D9,building,geometry,,,3.53,380,4,6,215.7
0x4F3E6,building,geometry,,,3.53,483,2,6,1393.3
0xA426,building,geometry,,,3.53,378,2,6,1966.4
0xA7FF,unclear,geometry,,,3.53,51,2,5,116.8
0xBC5F,building,geometry,,,3.53,330,3,2,4088.8
0x316D3,item,icon,,itemIcon_202451.png,3.52,299,2,1,24.6
0x31989,item,icon,,itemIcon_203145.png,3.52,243,3,2,24.6
0x3FEA2,small,geometry,,,3.52,299,2,1,24.6
0x401B2,small,geometry,,,3.52,243,3,2,24.6
0x1D2C0,item,icon,,itemIcon_119488.png,3.52,190,2,1,24.4
0x27BC4,building,geometry,,,3.52,210,5,5,244.3
0x27E05,unclear,geometry,,,3.52,28,2,3,40.3
0x2A70C,item,icon,,itemIcon_173836.png,3.52,389,3,1,24.3
0x2A0E9,item,icon,,itemIcon_172265.png,3.52,299,2,1,24.7
0x3A99,building,geometry,,,3.52,210,5,5,244.3
0x3E62A,small,geometry,,,3.52,182,2,1,24.4
0x3FAAD,small,geometry,,,3.52,299,2,1,24.7
0x3FD99,small,geometry,,,3.52,389,3,1,24.3
0x48A51,small,geometry,,,3.52,190,2,1,24.4
0x4D3D,item,icon,,itemIcon_19773.png,3.52,182,2,1,24.4
0x1F04B,building,geometry,,,3.52,289,1,8,579.8
0x21691,building,geometry,,,3.52,76,2,4,248.7
0x21FD1,building,geometry,,,3.52,289,1,8,579.8
0x2815F,building,geometry,,,3.52,384,5,6,213.3
0x2AB8C,building,geometry,,,3.52,384,5,6,213.3
0x2E3FF,unclear,geometry,,,3.52,24,2,2,84.4
0x2E400,unclear,geometry,,,3.52,24,2,2,84.4
0x2E2A3,building,geometry,,,3.52,340,2,2,351.1
0x319EB,item,icon,,itemIcon_203243.png,3.52,277,2,1,24.6
0x331F8,building,geometry,,,3.52,4,1,1,908.5
0x331FB,building,geometry,,,3.52,4,1,1,1453.4
0x3326A,building,geometry,,,3.52,239,1,4,1073.7
0x3310B,building,geometry,,,3.52,396,3,7,1275.7
0x37964,item,icon,,itemIcon_227684.png,3.52,242,3,1,18.6
0x401E6,small,geometry,,,3.52,277,2,1,24.6
0x4057F,small,geometry,,,3.52,242,3,1,18.6
0x40B68,unclear,geometry,,,3.52,40,2,4,132.3
0x5BAEF,unclear,geometry,,,3.52,491,4,1,32.0
0xC1BB,building,geometry,,,3.52,76,2,4,248.7
0x2A721,small,geometry,,,3.51,186,3,1,15.0
0x367F9,small,geometry,,,3.51,152,2,1,16.0
0x31B0E,item,icon,,itemIcon_203534.png,3.51,452,2,1,33.6
0x370FC,small,geometry,,,3.51,186,3,1,15.0
0x3757D,unclear,geometry,,,3.51,452,2,1,33.6
0x6DD8,small,geometry,,,3.51,152,2,1,16.0
0x21A39,building,geometry,,,3.51,120,4,2,4094.9
0x275E5,item,icon,,itemIcon_161253.png,3.51,267,3,1,38.5
0x36E29,unclear,geometry,,,3.51,267,3,1,38.5
0xC515,building,geometry,,,3.51,120,4,2,4094.9
0x25BCD,building,geometry,,,3.51,192,2,6,1658.5
0x2EA08,building,geometry,,,3.51,192,2,6,1658.5
0x2E7EC,building,geometry,,,3.51,332,2,6,803.9
0x31D6A,item,icon,,itemIcon_204138.png,3.51,278,3,1,18.5
0x323F3,building,geometry,,,3.51,151,1,2,4745.2
0x33164,building,geometry,,,3.51,151,1,3,4745.2
0x33178,building,geometry,,,3.51,206,2,5,1180.7
0x3317F,building,geometry,,,3.51,263,3,7,1183.7
0x34B42,building,geometry,,,3.51,89,2,5,460.8
0x37BCC,item,icon,,itemIcon_228300.png,3.51,186,2,2,23.4
0x3C2B9,building,geometry,,,3.51,206,2,5,1180.7
0x3C2C1,building,geometry,,,3.51,263,3,7,1183.7
0x404FD,small,geometry,,,3.51,278,3,1,18.5
0x48FB7,item,icon,,itemIcon_298935.png,3.51,324,3,2,24.4
0x4E6DC,building,geometry,,,3.51,197,2,5,2254.1
0x566AA,unclear,geometry,,,3.51,305,3,1,25.2
0x573BE,unclear,geometry,,,3.51,465,2,1,29.4
0x59830,unclear,geometry,,,3.51,347,4,1,25.4
0x598D2,unclear,geometry,,,3.51,347,4,1,25.4
0x59988,unclear,geometry,,,3.51,347,4,1,25.4
0x59A3C,unclear,geometry,,,3.51,347,4,1,25.4
0x59ADC,unclear,geometry,,,3.51,347,4,1,25.4
0x59B88,unclear,geometry,,,3.51,347,4,1,25.4
0x59E3E,unclear,geometry,,,3.51,347,4,1,25.4
0x59C23,unclear,geometry,,,3.51,347,4,1,25.4
0x59D8D,unclear,geometry,,,3.51,347,4,1,25.4
0x17449,item,icon,,itemIcon_95305.png,3.5,568,3,1,20.2
0x17C9C,unclear,geometry,,,3.5,505,3,1,20.1
0x15E4F,unclear,geometry,,,3.5,559,2,1,22.3
0x15E54,item,icon,,itemIcon_89684.png,3.5,588,2,1,19.7
0x15E5E,unclear,geometry,,,3.5,548,2,1,17.6
0x1FAA5,unclear,geometry,,,3.5,1396,3,6,126.9
0x1FB90,unclear,geometry,,,3.5,1480,3,2,105.6
0x1FBDA,unclear,geometry,,,3.5,1338,3,3,108.3
0x26ED3,item,icon,,itemIcon_159443.png,3.5,537,2,1,22.7
0x26ED8,item,icon,,itemIcon_159448.png,3.5,583,3,1,18.6
0x271D4,item,icon,,itemIcon_160212.png,3.5,504,2,1,19.0
0x271E2,item,icon,,itemIcon_160226.png,3.5,506,2,1,18.6
0x272D6,item,icon,,itemIcon_160470.png,3.5,533,2,1,25.4
0x272DD,small,geometry,,,3.5,529,3,1,22.5
0x272E4,item,icon,,itemIcon_160484.png,3.5,506,2,1,18.6
0x22A99,unclear,geometry,,,3.5,1338,3,3,108.3
0x22BA6,unclear,geometry,Abyssal,,3.5,1487,4,3,127.2
0x23DB,building,geometry,,,3.5,692,7,7,301.0
0x2552D,unclear,geometry,,,3.5,519,2,1,22.5
0x25532,item,icon,,itemIcon_152882.png,3.5,575,3,1,19.7
0x1FC1E,unclear,geometry,,,3.5,1609,2,3,180.5
0x1FC8F,unclear,geometry,,,3.5,1487,4,3,127.2
0x1AFD7,item,icon,,itemIcon_110551.png,3.5,619,2,1,30.6
0x1AFDC,item,icon,,itemIcon_110556.png,3.5,551,3,1,19.8
0x1C790,unclear,geometry,,,3.5,1755,7,8,137.3
0x278FF,item,icon,,itemIcon_162047.png,3.5,587,4,1,19.1
0x27581,item,icon,,itemIcon_161153.png,3.5,520,3,1,20.0
0x27586,item,icon,,itemIcon_161158.png,3.5,504,2,1,15.2
0x2758B,item,icon,,itemIcon_161163.png,3.5,526,3,1,17.6
0x2A2BF,small,geometry,,,3.5,516,3,1,19.1
0x2A2D4,item,icon,,itemIcon_172756.png,3.5,342,3,1,26.3
0x2A31B,item,icon,,itemIcon_172827.png,3.5,738,3,1,21.3
0x2A322,unclear,geometry,,,3.5,859,3,1,19.1
0x2A329,unclear,geometry,,,3.5,574,3,1,20.2
0x2A330,unclear,geometry,,,3.5,570,3,1,20.8
0x31859,item,icon,,itemIcon_202841.png,3.5,526,4,2,23.0
0x31860,item,icon,,itemIcon_202848.png,3.5,701,4,2,18.6
0x31867,item,icon,,itemIcon_202855.png,3.5,532,3,2,18.6
0x3186E,item,icon,,itemIcon_202862.png,3.5,620,3,2,17.6
0x31966,item,icon,,itemIcon_203110.png,3.5,522,3,2,22.3
0x31A1A,unclear,geometry,,,3.5,980,2,1,22.7
0x31A21,unclear,geometry,,,3.5,689,3,1,20.3
0x36A52,unclear,geometry,,,3.5,578,3,1,28.5
0x31B04,item,icon,,itemIcon_203524.png,3.5,569,2,1,19.7
0x282AC,building,geometry,,,3.5,692,7,7,301.0
0x29BE8,item,icon,,itemIcon_170984.png,3.5,505,2,1,19.7
0x2A2B8,unclear,geometry,,,3.5,656,3,1,25.8
0x36CF5,item,icon,,itemIcon_224501.png,3.5,519,2,1,22.5
0x36CF6,small,geometry,,,3.5,575,3,1,19.7
0x36D60,unclear,geometry,,,3.5,533,2,1,25.4
0x36D61,item,icon,,itemIcon_224609.png,3.5,529,3,1,22.5
0x36E16,unclear,geometry,,,3.5,504,2,1,15.2
0x36F58,small,geometry,,,3.5,587,4,1,19.1
0x37564,item,icon,,itemIcon_226660.png,3.5,714,2,1,35.8
0x37776,item,icon,,itemIcon_227190.png,3.5,622,3,1,21.6
0x3777B,small,geometry,,,3.5,628,3,1,19.7
0x37842,item,icon,,itemIcon_227394.png,3.5,254,2,1,18.4
0x37A31,item,icon,,itemIcon_227889.png,3.5,537,2,1,31.8
0x37A36,item,icon,,itemIcon_227894.png,3.5,510,3,1,27.9
0x38001,building,geometry,,,3.5,5340,3,7,129.2
0x38037,building,geometry,,,3.5,6431,27,24,7016.0
0x3E6E4,small,geometry,,,3.5,551,3,1,19.8
0x3E6FC,unclear,geometry,,,3.5,504,2,1,19.0
0x3E6FD,unclear,geometry,,,3.5,506,2,1,18.6
0x3E708,unclear,geometry,,,3.5,506,2,1,18.6
0x3E72F,small,geometry,,,3.5,520,3,1,20.0
0x3E730,unclear,geometry,,,3.5,526,3,1,17.6
0x3E912,small,geometry,,,3.5,254,2,1,18.4
0x3EA9C,building,geometry,,,3.5,6431,27,24,7016.0
0x3F62F,item,icon,,itemIcon_259631.png,3.5,559,2,1,22.3
0x3F632,small,geometry,,,3.5,588,2,1,19.7
0x3F638,item,icon,,itemIcon_259640.png,3.5,548,2,1,17.6
0x3FBF9,item,icon,,itemIcon_261113.png,3.5,656,3,1,25.8
0x3FBFC,item,icon,,itemIcon_261116.png,3.5,516,3,1,19.1
0x3F04E,small,geometry,,,3.5,502,2,1,23.2
0x3F0AF,unclear,geometry,,,3.5,558,3,2,22.7
0x3F0B2,small,geometry,,,3.5,522,3,1,18.6
0x3F0CD,unclear,geometry,,,3.5,568,3,1,20.2
0x3F0D0,item,icon,,itemIcon_258256.png,3.5,505,3,1,20.1
0x3F13E,small,geometry,,,3.5,505,2,1,19.7
0x3F316,small,geometry,,,3.5,583,3,1,18.6
0x3FC05,unclear,geometry,,,3.5,342,3,1,26.3
0x3FC36,unclear,geometry,,,3.5,738,3,1,21.3
0x3FC39,item,icon,,itemIcon_261177.png,3.5,859,3,1,19.1
0x3FC3C,item,icon,,itemIcon_261180.png,3.5,574,3,1,20.2
0x3FC3F,item,icon,,itemIcon_261183.png,3.5,570,3,1,20.8
0x4018F,unclear,geometry,,,3.5,522,3,2,22.3
0x40209,item,icon,,itemIcon_262665.png,3.5,980,2,1,22.7
0x4020C,item,icon,,itemIcon_262668.png,3.5,689,3,1,20.3
0x402A0,unclear,geometry,,,3.5,714,2,1,35.8
0x40467,unclear,geometry,,,3.5,622,3,1,21.6
0x4046A,item,icon,,itemIcon_263274.png,3.5,628,3,1,19.7
0x45445,unclear,geometry,,,3.5,537,2,1,22.7
0x45463,unclear,geometry,,,3.5,581,2,1,29.4
0x4548E,unclear,geometry,,,3.5,619,2,1,30.6
0x454C4,unclear,geometry,,,3.5,526,4,2,23.0
0x454C5,small,geometry,,,3.5,701,4,2,18.6
0x454C6,unclear,geometry,,,3.5,532,3,2,18.6
0x454C7,unclear,geometry,,,3.5,620,3,2,17.6
0x454D7,small,geometry,,,3.5,569,2,1,19.7
0x4C317,unclear,geometry,,,3.5,1609,2,3,180.5
0x50152,unclear,geometry,,,3.5,584,3,1,27.8
0x5016C,unclear,geometry,,,3.5,537,2,1,31.8
0x9E37,item,icon,,itemIcon_40503.png,3.5,558,3,2,22.7
0x9E38,item,icon,,itemIcon_40504.png,3.5,522,3,1,18.6
0xE2F0,building,geometry,,,3.5,2829,3,7,429.4
0xEE7E,unclear,geometry,Minotaur,,3.5,1391,2,1,113.2
0x9E6A,item,icon,,itemIcon_40554.png,3.5,584,3,1,27.8
0x9E6B,item,icon,,itemIcon_40555.png,3.5,578,3,1,28.5
0x9FB5,item,icon,,itemIcon_40885.png,3.5,502,2,1,23.2
0xB9F2,item,icon,,itemIcon_47602.png,3.5,581,2,1,29.4
0xCC84,unclear,geometry,Dog Skeleton,,3.5,1351,2,3,77.1
0x5CD6C,building,geometry,,,3.5,2829,3,7,429.4
0x5CD78,unclear,geometry,,,3.5,1755,7,8,137.3
0x5CD81,unclear,geometry,Aatxe,,3.5,1396,3,6,126.9
0x5CD84,unclear,geometry,,,3.5,1391,2,1,113.2
0x5CDC6,unclear,geometry,,,3.5,1351,2,3,77.1
0x5E6ED,building,geometry,,,3.5,15103,23,36,6423.5
0x48D32,item,icon,,itemIcon_298290.png,3.5,562,3,1,18.6
0x48D33,item,icon,,itemIcon_298291.png,3.5,540,3,1,17.7
0x4C2F6,unclear,geometry,Charr,,3.5,1480,3,2,105.6
0x1249B,item,icon,,itemIcon_74907.png,3.5,599,2,1,19.7
0x124AF,item,icon,,itemIcon_74927.png,3.5,532,2,1,19.7
0x124B4,item,icon,,itemIcon_74932.png,3.5,544,2,1,17.6
0x143FB,item,icon,,itemIcon_82939.png,3.5,520,2,1,18.7
0x14400,item,icon,,itemIcon_82944.png,3.5,512,2,1,17.6
0x16BA4,item,icon,,itemIcon_93092.png,3.5,612,3,1,37.6
0x1ABF3,item,icon,,itemIcon_109555.png,3.5,569,2,1,22.3
0x1ABF8,item,icon,,itemIcon_109560.png,3.5,553,2,1,19.7
0x1ACDC,item,icon,,itemIcon_109788.png,3.5,552,2,1,22.7
0x1ACE1,item,icon,,itemIcon_109793.png,3.5,597,2,1,18.6
0x1AD9E,item,icon,,itemIcon_109982.png,3.5,639,2,1,20.8
0x1ADA3,item,icon,,itemIcon_109987.png,3.5,580,2,1,19.3
0x1AE5D,item,icon,,itemIcon_110173.png,3.5,586,2,1,22.3
0x1AE62,item,icon,,itemIcon_110178.png,3.5,594,2,1,18.9
0x17458,item,icon,,itemIcon_95320.png,3.5,576,3,1,26.8
0x1823A,item,icon,,itemIcon_98874.png,3.5,568,4,1,27.0
0x1976D,item,icon,,itemIcon_104301.png,3.5,542,3,1,27.4
0x19963,item,icon,,itemIcon_104803.png,3.5,636,4,1,18.6
0x19C1C,item,icon,,itemIcon_105500.png,3.5,544,3,1,26.1
0x19C41,item,icon,,itemIcon_105537.png,3.5,659,4,1,33.0
0x1D26A,item,icon,,itemIcon_119402.png,3.5,511,2,1,19.7
0x1D2A8,item,icon,,itemIcon_119464.png,3.5,532,4,2,18.9
0x1D2D2,item,icon,,itemIcon_119506.png,3.5,613,3,1,18.6
0x1D30A,item,icon,,itemIcon_119562.png,3.5,580,3,1,19.6
0x1D32D,item,icon,,itemIcon_119597.png,3.5,562,3,1,28.5
0x1D357,item,icon,,itemIcon_119639.png,3.5,569,3,1,26.8
0x1D35C,item,icon,,itemIcon_119644.png,3.5,581,4,1,27.0
0x1D386,item,icon,,itemIcon_119686.png,3.5,598,2,1,19.7
0x1AF96,item,icon,,itemIcon_110486.png,3.5,602,2,1,23.4
0x1B01B,item,icon,,itemIcon_110619.png,3.5,537,2,1,23.0
0x1B04D,item,icon,,itemIcon_110669.png,3.5,565,2,1,22.7
0x1B052,item,icon,,itemIcon_110674.png,3.5,535,2,1,18.6
0x1B057,item,icon,,itemIcon_110679.png,3.5,582,2,1,18.6
0x1B05C,item,icon,,itemIcon_110684.png,3.5,576,2,1,16.8
0x1B0CC,item,icon,,itemIcon_110796.png,3.5,632,3,1,29.3
0x1B10D,item,icon,,itemIcon_110861.png,3.5,674,2,1,22.3
0x1B114,item,icon,,itemIcon_110868.png,3.5,577,2,1,18.9
0x1D3B6,item,icon,,itemIcon_119734.png,3.5,614,4,1,20.0
0x1D3DF,item,icon,,itemIcon_119775.png,3.5,686,2,1,23.5
0x1D3E4,item,icon,,itemIcon_119780.png,3.5,546,2,1,18.6
0x1D3E9,item,icon,,itemIcon_119785.png,3.5,507,2,1,18.6
0x1D43C,item,icon,,itemIcon_119868.png,3.5,556,2,1,18.6
0x1D441,item,icon,,itemIcon_119873.png,3.5,512,2,1,16.8
0x1D45A,item,icon,,itemIcon_119898.png,3.5,764,2,1,30.2
0x1D489,item,icon,,itemIcon_119945.png,3.5,571,3,1,19.7
0x1D495,item,icon,,itemIcon_119957.png,3.5,528,2,1,17.6
0x20B3D,unclear,geometry,,,3.5,680,2,2,91.1
0x1FCA7,building,geometry,,,3.5,2943,10,7,144.8
0x2054E,item,icon,,itemIcon_132430.png,3.5,611,2,1,28.3
0x20876,item,icon,,itemIcon_133238.png,3.5,535,2,1,23.9
0x2087B,item,icon,,itemIcon_133243.png,3.5,532,2,1,19.7
0x22B78,building,geometry,,,3.5,1341,2,1,151.9
0x22B90,unclear,geometry,,,3.5,1096,3,2,120.7
0x24E5C,unclear,geometry,,,3.5,2071,10,3,118.2
0x24E65,building,geometry,,,3.5,2943,10,7,144.8
0x24E66,unclear,geometry,,,3.5,1096,3,2,120.7
0x25111,unclear,geometry,,,3.5,796,5,6,177.4
0x25306,item,icon,,itemIcon_152326.png,3.5,540,2,1,18.6
0x253BE,item,icon,,itemIcon_152510.png,3.5,523,2,1,23.1
0x253EA,item,icon,,itemIcon_152554.png,3.5,640,2,1,38.7
0x25416,item,icon,,itemIcon_152598.png,3.5,593,2,1,30.6
0x2541B,item,icon,,itemIcon_152603.png,3.5,529,2,1,19.8
0x254ED,item,icon,,itemIcon_152813.png,3.5,669,2,1,26.5
0x254F4,item,icon,,itemIcon_152820.png,3.5,569,3,1,20.0
0x254FB,item,icon,,itemIcon_152827.png,3.5,512,3,1,18.7
0x25568,item,icon,,itemIcon_152936.png,3.5,594,4,2,18.6
0x25A20,building,geometry,,,3.5,1063,3,6,431.9
0x25A21,building,geometry,,,3.5,1140,3,6,551.4
0x25A2C,building,geometry,,,3.5,3539,8,16,1056.7
0x25A2D,building,geometry,,,3.5,952,5,11,1229.3
0x25A3C,building,geometry,,,3.5,10993,4,7,1953.8
0x25A43,building,geometry,,,3.5,7086,8,16,1405.2
0x21DE6,building,geometry,,,3.5,576,2,3,416.1
0x22892,unclear,geometry,,,3.5,5380,24,4,103.2
0x22A33,unclear,geometry,,,3.5,4926,26,5,74.1
0x22A58,unclear,geometry,,,3.5,1573,3,2,120.8
0x22A94,unclear,geometry,,,3.5,1264,8,5,105.1
0x22A97,unclear,geometry,,,3.5,2071,10,3,118.2
0x22AC5,unclear,geometry,,,3.5,1234,2,4,49.2
0x25A46,building,geometry,,,3.5,2070,4,11,873.3
0x25A47,building,geometry,,,3.5,5325,8,16,1056.7
0x25A4A,building,geometry,,,3.5,1048,5,13,953.0
0x25A8E,building,geometry,,,3.5,1994,5,9,395.4
0x25A99,building,geometry,,,3.5,2839,5,9,395.6
0x25A9B,unclear,geometry,,,3.5,690,2,1,99.5
0x25AA4,building,geometry,,,3.5,1063,3,6,431.9
0x25C55,building,geometry,,,3.5,532,2,3,674.4
0x25C57,building,geometry,,,3.5,656,2,3,585.1
0x25C58,building,geometry,,,3.5,2347,5,10,418.2
0x25C6C,building,geometry,,,3.5,1667,3,3,922.0
0x25CB7,building,geometry,,,3.5,1140,3,6,551.4
0x25CD5,building,geometry,,,3.5,716,2,4,2729.1
0x25D98,building,geometry,,,3.5,744,2,4,3112.8
0x2639A,building,geometry,,,3.5,1552,3,3,967.3
0x26483,building,geometry,,,3.5,549,2,6,736.2
0x26488,unclear,geometry,,,3.5,800,3,3,56.1
0x2648A,building,geometry,,,3.5,1192,3,6,189.7
0x264A0,building,geometry,,,3.5,1794,4,9,369.3
0x264A1,building,geometry,,,3.5,1002,4,9,312.4
0x264A2,building,geometry,,,3.5,1929,5,9,395.4
0x264C5,building,geometry,,,3.5,1406,3,6,2169.8
0x264DB,building,geometry,,,3.5,3558,11,20,402.3
0x26503,unclear,geometry,,,3.5,1085,2,5,76.0
0x26528,building,geometry,,,3.5,3764,9,17,400.8
0x26536,building,geometry,,,3.5,1449,3,6,189.7
0x26539,building,geometry,,,3.5,4052,4,10,866.2
0x26540,building,geometry,,,3.5,1980,6,11,359.3
0x26547,building,geometry,,,3.5,673,3,8,808.3
0x26553,unclear,geometry,,,3.5,1326,3,7,99.1
0x26589,building,geometry,,,3.5,1315,6,10,323.7
0x2658A,building,geometry,,,3.5,1398,6,10,289.6
0x2658C,building,geometry,,,3.5,1488,6,10,302.0
0x2658D,building,geometry,,,3.5,1236,5,9,224.4
0x26598,building,geometry,,,3.5,3728,6,10,1167.0
0x2659B,building,geometry,,,3.5,1736,3,6,189.7
0x26757,building,geometry,,,3.5,1653,7,3,195.9
0x2677A,unclear,geometry,,,3.5,1161,3,2,104.2
0x269A6,item,icon,,itemIcon_158118.png,3.5,553,2,1,22.7
0x26ACB,unclear,geometry,,,3.5,958,3,3,76.2
0x26D2A,item,icon,,itemIcon_159018.png,3.5,526,3,1,19.7
0x26D57,item,icon,,itemIcon_159063.png,3.5,1147,3,1,25.5
0x26D5C,item,icon,,itemIcon_159068.png,3.5,1077,3,1,19.7
0x26DBA,item,icon,,itemIcon_159162.png,3.5,644,3,1,23.1
0x26DBF,item,icon,,itemIcon_159167.png,3.5,697,3,1,19.7
0x26DC9,item,icon,,itemIcon_159177.png,3.5,710,2,1,18.3
0x26DEC,item,icon,,itemIcon_159212.png,3.5,681,3,1,23.1
0x26DF1,item,icon,,itemIcon_159217.png,3.5,717,2,1,19.7
0x26E1E,item,icon,,itemIcon_159262.png,3.5,636,2,1,22.4
0x26E23,item,icon,,itemIcon_159267.png,3.5,565,2,1,19.7
