file,name,wiki,categories
Demonic_Summoning_Stone.png,Demonic Summoning Stone,https://wiki.guildwars.com/wiki/Demonic_Summoning_Stone,ArenaNet item icons|Summoning stone icons
Dervish_Ancient_Hood_f.png,Dervish Ancient Hood f,,ArenaNet armor icons|Dervish armor icons
Dervish_Ancient_Hood_m.png,Dervish Ancient Hood m,,ArenaNet armor icons|Dervish armor icons
Dervish_Ancient_Leggings_f.png,Dervish Ancient Leggings f,,ArenaNet armor icons|Dervish armor icons
Dervish_Ancient_Leggings_m.png,Dervish Ancient Leggings m,,ArenaNet armor icons|Dervish armor icons
Dervish_Ancient_Robes_f.png,Dervish Ancient Robes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Ancient_Robes_m.png,Dervish Ancient Robes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Ancient_Shoes_f.png,Dervish Ancient Shoes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Ancient_Shoes_m.png,Dervish Ancient Shoes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Ancient_Vambraces_f.png,Dervish Ancient Vambraces f,,ArenaNet armor icons|Dervish armor icons
Dervish_Ancient_Vambraces_m.png,Dervish Ancient Vambraces m,,ArenaNet armor icons|Dervish armor icons
Dervish_Asuran_Hood_f.png,Dervish Asuran Hood f,,ArenaNet armor icons|Dervish armor icons
Dervish_Asuran_Hood_m.png,Dervish Asuran Hood m,,ArenaNet armor icons|Dervish armor icons
Dervish_Asuran_Leggings_f.png,Dervish Asuran Leggings f,,ArenaNet armor icons|Dervish armor icons
Dervish_Asuran_Leggings_m.png,Dervish Asuran Leggings m,,ArenaNet armor icons|Dervish armor icons
Dervish_Asuran_Robes_f.png,Dervish Asuran Robes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Asuran_Robes_m.png,Dervish Asuran Robes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Asuran_Shoes_f.png,Dervish Asuran Shoes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Asuran_Shoes_m.png,Dervish Asuran Shoes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Asuran_Vambraces_f.png,Dervish Asuran Vambraces f,,ArenaNet armor icons|Dervish armor icons
Dervish_Asuran_Vambraces_m.png,Dervish Asuran Vambraces m,,ArenaNet armor icons|Dervish armor icons
Dervish_Elite_Sunspear_Hood_f.png,Dervish Elite Sunspear Hood f,,ArenaNet armor icons|Dervish armor icons
Dervish_Elite_Sunspear_Hood_m.png,Dervish Elite Sunspear Hood m,,ArenaNet armor icons|Dervish armor icons
Dervish_Elite_Sunspear_Leggings_f.png,Dervish Elite Sunspear Leggings f,,ArenaNet armor icons|Dervish armor icons
Dervish_Elite_Sunspear_Leggings_m.png,Dervish Elite Sunspear Leggings m,,ArenaNet armor icons|Dervish armor icons
Dervish_Elite_Sunspear_Robes_f.png,Dervish Elite Sunspear Robes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Elite_Sunspear_Robes_m.png,Dervish Elite Sunspear Robes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Elite_Sunspear_Shoes_f.png,Dervish Elite Sunspear Shoes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Elite_Sunspear_Shoes_m.png,Dervish Elite Sunspear Shoes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Elite_Sunspear_Vambraces_f.png,Dervish Elite Sunspear Vambraces f,,ArenaNet armor icons|Dervish armor icons
Dervish_Elite_Sunspear_Vambraces_m.png,Dervish Elite Sunspear Vambraces m,,ArenaNet armor icons|Dervish armor icons
Dervish_Elonian_Hood_f.png,Dervish Elonian Hood f,,ArenaNet armor icons|Dervish armor icons
Dervish_Elonian_Hood_m.png,Dervish Elonian Hood m,,ArenaNet armor icons|Dervish armor icons
Dervish_Elonian_Leggings_f.png,Dervish Elonian Leggings f,,ArenaNet armor icons|Dervish armor icons
Dervish_Elonian_Leggings_m.png,Dervish Elonian Leggings m,,ArenaNet armor icons|Dervish armor icons
Dervish_Elonian_Robes_f.png,Dervish Elonian Robes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Elonian_Robes_m.png,Dervish Elonian Robes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Elonian_Shoes_f.png,Dervish Elonian Shoes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Elonian_Shoes_m.png,Dervish Elonian Shoes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Elonian_Vambraces_f.png,Dervish Elonian Vambraces f,,ArenaNet armor icons|Dervish armor icons
Dervish_Elonian_Vambraces_m.png,Dervish Elonian Vambraces m,,ArenaNet armor icons|Dervish armor icons
Dervish_Hooked_Leggings_f.png,Dervish Hooked Leggings f,,ArenaNet armor icons|Dervish armor icons
Dervish_Hooked_Leggings_m.png,Dervish Hooked Leggings m,,ArenaNet armor icons
Dervish_Istani_Hood_f.png,Dervish Istani Hood f,,ArenaNet armor icons|Dervish armor icons
Dervish_Istani_Hood_m.png,Dervish Istani Hood m,,ArenaNet armor icons|Dervish armor icons
Dervish_Istani_Leggings_f.png,Dervish Istani Leggings f,,ArenaNet armor icons|Dervish armor icons
Dervish_Istani_Leggings_m.png,Dervish Istani Leggings m,,ArenaNet armor icons|Dervish armor icons
Dervish_Istani_Robes_f.png,Dervish Istani Robes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Istani_Robes_m.png,Dervish Istani Robes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Istani_Shoes_f.png,Dervish Istani Shoes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Istani_Shoes_m.png,Dervish Istani Shoes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Istani_Vambraces_f.png,Dervish Istani Vambraces f,,ArenaNet armor icons|Dervish armor icons
Dervish_Istani_Vambraces_m.png,Dervish Istani Vambraces m,,ArenaNet armor icons|Dervish armor icons
Dervish_Light_Breastplate_f.png,Dervish Light Breastplate f,,ArenaNet armor icons|Dervish armor icons
Dervish_Light_Breastplate_m.png,Dervish Light Breastplate m,,ArenaNet armor icons
Dervish_Monument_Hood_f.png,Dervish Monument Hood f,,ArenaNet armor icons|Dervish armor icons
Dervish_Monument_Hood_m.png,Dervish Monument Hood m,,ArenaNet armor icons|Dervish armor icons
Dervish_Monument_Leggings_f.png,Dervish Monument Leggings f,,ArenaNet armor icons|Dervish armor icons
Dervish_Monument_Leggings_m.png,Dervish Monument Leggings m,,ArenaNet armor icons|Dervish armor icons
Dervish_Monument_Robes_f.png,Dervish Monument Robes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Monument_Robes_m.png,Dervish Monument Robes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Monument_Shoes_f.png,Dervish Monument Shoes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Monument_Shoes_m.png,Dervish Monument Shoes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Monument_Vambraces_f.png,Dervish Monument Vambraces f,,ArenaNet armor icons|Dervish armor icons
Dervish_Monument_Vambraces_m.png,Dervish Monument Vambraces m,,ArenaNet armor icons|Dervish armor icons
Dervish_Norn_Hood_f.png,Dervish Norn Hood f,,ArenaNet armor icons|Dervish armor icons
Dervish_Norn_Hood_m.png,Dervish Norn Hood m,,ArenaNet images|Dervish armor icons
Dervish_Norn_Leggings_f.png,Dervish Norn Leggings f,,ArenaNet armor icons|Dervish armor icons
Dervish_Norn_Leggings_m.png,Dervish Norn Leggings m,,ArenaNet images|Dervish armor icons
Dervish_Norn_Robes_f.png,Dervish Norn Robes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Norn_Robes_m.png,Dervish Norn Robes m,,ArenaNet images|Dervish armor icons
Dervish_Norn_Shoes_f.png,Dervish Norn Shoes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Norn_Shoes_m.png,Dervish Norn Shoes m,,ArenaNet images|Dervish armor icons
Dervish_Norn_Vambraces_f.png,Dervish Norn Vambraces f,,ArenaNet armor icons|Dervish armor icons
Dervish_Norn_Vambraces_m.png,Dervish Norn Vambraces m,,ArenaNet images|Dervish armor icons
Dervish_Obsidian_Hood_f.png,Dervish Obsidian Hood f,,ArenaNet armor icons|Dervish armor icons
Dervish_Obsidian_Hood_m.png,Dervish Obsidian Hood m,,ArenaNet armor icons|Dervish armor icons
Dervish_Obsidian_Leggings_f.png,Dervish Obsidian Leggings f,,ArenaNet armor icons|Dervish armor icons
Dervish_Obsidian_Leggings_m.png,Dervish Obsidian Leggings m,,ArenaNet armor icons|Dervish armor icons
Dervish_Obsidian_Robes_f.png,Dervish Obsidian Robes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Obsidian_Robes_m.png,Dervish Obsidian Robes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Obsidian_Shoes_f.png,Dervish Obsidian Shoes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Obsidian_Shoes_m.png,Dervish Obsidian Shoes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Obsidian_Vambraces_f.png,Dervish Obsidian Vambraces f,,ArenaNet armor icons|Dervish armor icons
Dervish_Obsidian_Vambraces_m.png,Dervish Obsidian Vambraces m,,ArenaNet armor icons|Dervish armor icons
Dervish_Padded_Sandals_f.png,Dervish Padded Sandals f,,ArenaNet armor icons|Dervish armor icons
Dervish_Padded_Sandals_m.png,Dervish Padded Sandals m,,ArenaNet armor icons
Dervish_Primeval_Hood_f.png,Dervish Primeval Hood f,,ArenaNet armor icons|Dervish armor icons
Dervish_Primeval_Hood_m.png,Dervish Primeval Hood m,,ArenaNet armor icons|Dervish armor icons
Dervish_Primeval_Leggings_f.png,Dervish Primeval Leggings f,,ArenaNet armor icons|Dervish armor icons
Dervish_Primeval_Leggings_m.png,Dervish Primeval Leggings m,,ArenaNet armor icons|Dervish armor icons
Dervish_Primeval_Robes_f.png,Dervish Primeval Robes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Primeval_Robes_m.png,Dervish Primeval Robes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Primeval_Shoes_f.png,Dervish Primeval Shoes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Primeval_Shoes_m.png,Dervish Primeval Shoes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Primeval_Vambraces_f.png,Dervish Primeval Vambraces f,,ArenaNet armor icons|Dervish armor icons
Dervish_Primeval_Vambraces_m.png,Dervish Primeval Vambraces m,,ArenaNet armor icons|Dervish armor icons
Dervish_Sunspear_Hood_f.png,Dervish Sunspear Hood f,,ArenaNet armor icons|Dervish armor icons
Dervish_Sunspear_Hood_m.png,Dervish Sunspear Hood m,,ArenaNet armor icons|Dervish armor icons
Dervish_Sunspear_Leggings_f.png,Dervish Sunspear Leggings f,,ArenaNet armor icons|Dervish armor icons
Dervish_Sunspear_Leggings_m.png,Dervish Sunspear Leggings m,,ArenaNet armor icons|Dervish armor icons
Dervish_Sunspear_Robes_f.png,Dervish Sunspear Robes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Sunspear_Robes_m.png,Dervish Sunspear Robes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Sunspear_Shoes_f.png,Dervish Sunspear Shoes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Sunspear_Shoes_m.png,Dervish Sunspear Shoes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Sunspear_Vambraces_f.png,Dervish Sunspear Vambraces f,,ArenaNet armor icons|Dervish armor icons
Dervish_Sunspear_Vambraces_m.png,Dervish Sunspear Vambraces m,,ArenaNet armor icons|Dervish armor icons
Dervish_Tome.png,Dervish Tome,https://wiki.guildwars.com/wiki/Skill_tome,ArenaNet item icons|Skill tome icons
Dervish_Vabbian_Hood_f.png,Dervish Vabbian Hood f,,ArenaNet armor icons|Dervish armor icons
Dervish_Vabbian_Hood_m.png,Dervish Vabbian Hood m,,ArenaNet armor icons|Dervish armor icons
Dervish_Vabbian_Leggings_f.png,Dervish Vabbian Leggings f,,ArenaNet armor icons|Dervish armor icons
Dervish_Vabbian_Leggings_m.png,Dervish Vabbian Leggings m,,ArenaNet armor icons|Dervish armor icons
Dervish_Vabbian_Robes_f.png,Dervish Vabbian Robes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Vabbian_Robes_m.png,Dervish Vabbian Robes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Vabbian_Shoes_f.png,Dervish Vabbian Shoes f,,ArenaNet armor icons|Dervish armor icons
Dervish_Vabbian_Shoes_m.png,Dervish Vabbian Shoes m,,ArenaNet armor icons|Dervish armor icons
Dervish_Vabbian_Vambraces_f.png,Dervish Vabbian Vambraces f,,ArenaNet armor icons|Dervish armor icons
Dervish_Vabbian_Vambraces_m.png,Dervish Vabbian Vambraces m,,ArenaNet armor icons|Dervish armor icons
Desolation_Maul.png,Desolation Maul,https://wiki.guildwars.com/wiki/Desolation_Maul,ArenaNet images|Hammer icons
Desolation_Sword.png,Desolation Sword,https://wiki.guildwars.com/wiki/Desolation_Sword,ArenaNet images|Sword icons
Dessicated_Hydra_Claw.png,Dessicated Hydra Claw,https://wiki.guildwars.com/wiki/Dessicated_Hydra_Claw,ArenaNet item icons|Trophy icons
Destroyer_Axe.png,Destroyer Axe,https://wiki.guildwars.com/wiki/Destroyer_Axe,ArenaNet images|Axe icons
Destroyer_Bow.png,Destroyer Bow,https://wiki.guildwars.com/wiki/Destroyer_Bow,ArenaNet weapon icons|Bow icons
Destroyer_Core.png,Destroyer Core,https://wiki.guildwars.com/wiki/Destroyer_Core,ArenaNet item icons|Trophy icons
Destroyer_Daggers.png,Destroyer Daggers,https://wiki.guildwars.com/wiki/Destroyer_Daggers,ArenaNet images|Dagger icons
Destroyer_Focus.png,Destroyer Focus,https://wiki.guildwars.com/wiki/Destroyer_Focus,ArenaNet images|Focus icons
Destroyer_Gauntlets.png,Destroyer Gauntlets,https://wiki.guildwars.com/wiki/Destroyer_Gauntlets,ArenaNet armor icons|Common armor icons
Destroyer_Maul.png,Destroyer Maul,https://wiki.guildwars.com/wiki/Destroyer_Maul,ArenaNet images|Hammer icons
Destroyer_Scepter.png,Destroyer Scepter,https://wiki.guildwars.com/wiki/Destroyer_Scepter,ArenaNet images|Wand icons
Destroyer_Scythe.png,Destroyer Scythe,https://wiki.guildwars.com/wiki/Destroyer_Scythe,ArenaNet images|Scythe icons
Destroyer_Shield.png,Destroyer Shield,https://wiki.guildwars.com/wiki/Destroyer_Shield,ArenaNet images|Shield icons
Destroyer_Spear.png,Destroyer Spear,https://wiki.guildwars.com/wiki/Destroyer_Spear,ArenaNet images|Spear icons
Destroyer_Staff.png,Destroyer Staff,https://wiki.guildwars.com/wiki/Destroyer_Staff,ArenaNet images|Staff icons
Destroyer_Sword.png,Destroyer Sword,https://wiki.guildwars.com/wiki/Destroyer_Sword,ArenaNet images|Sword icons
Destructive_Blade.png,Destructive Blade,https://wiki.guildwars.com/wiki/Destructive_Blade,ArenaNet weapon icons|Unique sword icons
Destructive_Focus.png,Destructive Focus,https://wiki.guildwars.com/wiki/Destructive_Focus,ArenaNet weapon icons|Unique focus icons
Destructive_Hornbow.png,Destructive Hornbow,https://wiki.guildwars.com/wiki/Destructive_Hornbow,ArenaNet weapon icons|Unique bow icons
Destructive_Shield.png,Destructive Shield,https://wiki.guildwars.com/wiki/Destructive_Shield,ArenaNet weapon icons|Unique shield icons
Devourer_Carapace.png,Devourer Carapace,,ArenaNet item icons
Devourer_Egg.png,Devourer Egg,https://wiki.guildwars.com/wiki/Devourer_Egg,ArenaNet images|Quest item icons
Dhuum's_Soul_Reaper.png,Dhuum's Soul Reaper,https://wiki.guildwars.com/wiki/Dhuum%27s_Soul_Reaper,ArenaNet weapon icons|Scythe icons
Diamond_Aegis.png,Diamond Aegis,https://wiki.guildwars.com/wiki/Diamond_Aegis,ArenaNet images|Shield icons
Diamond_Djinn_Essence.png,Diamond Djinn Essence,https://wiki.guildwars.com/wiki/Diamond_Djinn_Essence,ArenaNet item icons|Trophy icons
Diamond_Key.png,Diamond Key,https://wiki.guildwars.com/wiki/Diamond_Key,ArenaNet images|Quest item icons
Diessa_Icon.png,Diessa Icon,https://wiki.guildwars.com/wiki/Diessa_Icon,ArenaNet images|Focus icons
Dirks.png,Dirks,https://wiki.guildwars.com/wiki/Dirks,ArenaNet images|Dagger icons
Disco_Ball.png,Disco Ball,https://wiki.guildwars.com/wiki/Disco_Ball,ArenaNet item icons|Festive item icons
Discord_Wallow_Sinew.png,Discord Wallow Sinew,https://wiki.guildwars.com/wiki/Discord_Wallow_Sinew,ArenaNet item icons|Quest item icons
Divine_Ghostly_Staff.png,Divine Ghostly Staff,https://wiki.guildwars.com/wiki/Divine_Ghostly_Staff,ArenaNet weapon icons|Unique staff icons
Divine_Halo.png,Divine Halo,https://wiki.guildwars.com/wiki/Divine_Halo,ArenaNet armor icons|Festival Hat icons|Wintersday images
Divine_Scroll.png,Divine Scroll,https://wiki.guildwars.com/wiki/Divine_Scroll,ArenaNet images|Focus icons
Divine_Shadow_Staff.png,Divine Shadow Staff,https://wiki.guildwars.com/wiki/Divine_Shadow_Staff,ArenaNet weapon icons|Unique staff icons
Divine_Staff.png,Divine Staff,https://wiki.guildwars.com/wiki/Divine_Staff,ArenaNet images|Staff icons
Divine_Symbol_(cup).png,Divine Symbol (cup),,ArenaNet images|Focus icons
Divine_Symbol_(loop).png,Divine Symbol (loop),https://wiki.guildwars.com/wiki/Divine_Symbol_%28loop%29,ArenaNet images|Focus icons
Dolyak_Hide.png,Dolyak Hide,https://wiki.guildwars.com/wiki/Dolyak_Hide,ArenaNet item icons|Salvage item icons|Trophy icons
Dolyak_Prod_Staff.png,Dolyak Prod Staff,https://wiki.guildwars.com/wiki/Dolyak_Prod_Staff,ArenaNet images|Staff icons
Double-bladed_Axe.png,Double-bladed Axe,https://wiki.guildwars.com/wiki/Double-bladed_Axe,ArenaNet images|Axe icons
Draconic_Aegis.png,Draconic Aegis,https://wiki.guildwars.com/wiki/Draconic_Aegis,ArenaNet weapon icons|Shield icons
Draconic_Scythe.png,Draconic Scythe,https://wiki.guildwars.com/wiki/Draconic_Scythe,ArenaNet images|Scythe icons
Draconic_Scythe_(unique).png,Draconic Scythe (unique),https://wiki.guildwars.com/wiki/Draconic_Scythe_%28unique%29,ArenaNet weapon icons|Unique scythe icons
Draconic_Spear.png,Draconic Spear,https://wiki.guildwars.com/wiki/Draconic_Spear,ArenaNet images|Spear icons
Drago's_Flatbow.png,Drago's Flatbow,https://wiki.guildwars.com/wiki/Drago%27s_Flatbow,ArenaNet weapon icons|Unique bow icons
Drago's_Vampiric_Flatbow.png,Drago's Vampiric Flatbow,https://wiki.guildwars.com/wiki/Drago%27s_Vampiric_Flatbow,ArenaNet weapon icons|Unique bow icons
Dragon's_Breath_Wand.png,Dragon's Breath Wand,https://wiki.guildwars.com/wiki/Dragon%27s_Breath_Wand,ArenaNet images|Wand icons
Dragon's_Envy.png,Dragon's Envy,https://wiki.guildwars.com/wiki/Dragon%27s_Envy,ArenaNet weapon icons
Dragon_Fangs.png,Dragon Fangs,https://wiki.guildwars.com/wiki/Dragon_Fangs,ArenaNet weapon icons|Dagger icons|Weapon icons
Dragon_Fangs_(promotional).png,Dragon Fangs (promotional),https://wiki.guildwars.com/wiki/Dragon_Fangs_%28promotional%29,ArenaNet weapon icons|Dagger icons|Promotional weapon icons
Dragon_Festival_Grab_Bag.png,Dragon Festival Grab Bag,https://wiki.guildwars.com/wiki/Dragon_Festival_Grab_Bag,ArenaNet item icons|Dragon Festival images|Present icons
Dragon_Gauntlets.png,Dragon Gauntlets,https://wiki.guildwars.com/wiki/Dragon_Gauntlets,ArenaNet armor icons|Common armor icons
Dragon_Hornbow.png,Dragon Hornbow,https://wiki.guildwars.com/wiki/Dragon_Hornbow,ArenaNet images|Bow icons
Dragon_Kamas.png,Dragon Kamas,https://wiki.guildwars.com/wiki/Dragon_Kamas,ArenaNet images|Dagger icons
Dragon_Mask.png,Dragon Mask,https://wiki.guildwars.com/wiki/Dragon_Mask,ArenaNet armor icons|Dragon Festival images|Festival Hat icons
Dragon_Root.png,Dragon Root,https://wiki.guildwars.com/wiki/Dragon_Root,ArenaNet item icons|Trophy icons
Dragon_Spire_Staff.png,Dragon Spire Staff,https://wiki.guildwars.com/wiki/Dragon_Spire_Staff,ArenaNet images|Staff icons
Dragon_Staff.png,Dragon Staff,https://wiki.guildwars.com/wiki/Dragon_Staff,ArenaNet images|Staff icons
Dragoncrest_Axe.png,Dragoncrest Axe,https://wiki.guildwars.com/wiki/Dragoncrest_Axe,ArenaNet images|Axe icons
Dragoncrest_Axe_(unique).png,Dragoncrest Axe (unique),https://wiki.guildwars.com/wiki/Dragoncrest_Axe_%28unique%29,ArenaNet weapon icons|Unique axe icons
Drake_Kabob.png,Drake Kabob,https://wiki.guildwars.com/wiki/Drake_Kabob,ArenaNet item icons|Food icons|Quest item icons
Dread_Mask.png,Dread Mask,https://wiki.guildwars.com/wiki/Dread_Mask,ArenaNet armor icons|Common armor icons
Dredge_Incisor.png,Dredge Incisor,https://wiki.guildwars.com/wiki/Dredge_Incisor,ArenaNet item icons|Trophy icons
Dredge_Manifesto.png,Dredge Manifesto,https://wiki.guildwars.com/wiki/Dredge_Manifesto,ArenaNet item icons|Trophy icons
Drikard's_Rod.png,Drikard's Rod,https://wiki.guildwars.com/wiki/Drikard%27s_Rod,ArenaNet weapon icons|Unique wand icons
Droknar's_Axe.png,Droknar's Axe,https://wiki.guildwars.com/wiki/Droknar%27s_Axe,ArenaNet weapon icons|Unique axe icons
Droknar's_Blades.png,Droknar's Blades,https://wiki.guildwars.com/wiki/Droknar%27s_Blades,ArenaNet weapon icons|Unique dagger icons
Droknar's_Command_Shield.png,Droknar's Command Shield,https://wiki.guildwars.com/wiki/Droknar%27s_Command_Shield,ArenaNet weapon icons|Unique shield icons
Droknar's_Courage.png,Droknar's Courage,https://wiki.guildwars.com/wiki/Droknar%27s_Courage,ArenaNet weapon icons|Unique spear icons
Droknar's_Daggers.png,Droknar's Daggers,https://wiki.guildwars.com/wiki/Droknar%27s_Daggers,ArenaNet weapon icons|Unique dagger icons
Droknar's_Edge.png,Droknar's Edge,https://wiki.guildwars.com/wiki/Droknar%27s_Edge,ArenaNet weapon icons|Unique scythe icons
Droknar's_Flatbow.png,Droknar's Flatbow,https://wiki.guildwars.com/wiki/Droknar%27s_Flatbow,ArenaNet weapon icons|Unique bow icons
Droknar's_Focus.png,Droknar's Focus,https://wiki.guildwars.com/wiki/Droknar%27s_Focus,ArenaNet weapon icons|Unique focus icons
Droknar's_Hornbow.png,Droknar's Hornbow,https://wiki.guildwars.com/wiki/Droknar%27s_Hornbow,ArenaNet weapon icons|Unique bow icons
Droknar's_Key.png,Droknar's Key,https://wiki.guildwars.com/wiki/Droknar%27s_Key,ArenaNet item icons|End-game reward trophy icons|Key icons
Droknar's_Knives.png,Droknar's Knives,https://wiki.guildwars.com/wiki/Droknar%27s_Knives,ArenaNet weapon icons|Unique dagger icons
Droknar's_Longbow.png,Droknar's Longbow,https://wiki.guildwars.com/wiki/Droknar%27s_Longbow,ArenaNet weapon icons|Unique bow icons
Droknar's_Maul.png,Droknar's Maul,https://wiki.guildwars.com/wiki/Droknar%27s_Maul,ArenaNet weapon icons|Unique hammer icons
Droknar's_Motivation_Shield.png,Droknar's Motivation Shield,https://wiki.guildwars.com/wiki/Droknar%27s_Motivation_Shield,ArenaNet weapon icons|Unique shield icons
Droknar's_Reaper.png,Droknar's Reaper,https://wiki.guildwars.com/wiki/Droknar%27s_Reaper,ArenaNet weapon icons|Unique scythe icons
Droknar's_Recurve_Bow.png,Droknar's Recurve Bow,https://wiki.guildwars.com/wiki/Droknar%27s_Recurve_Bow,ArenaNet weapon icons|Unique bow icons
Droknar's_Scepter.png,Droknar's Scepter,https://wiki.guildwars.com/wiki/Droknar%27s_Scepter,ArenaNet weapon icons|Unique wand icons
Droknar's_Scythe.png,Droknar's Scythe,https://wiki.guildwars.com/wiki/Droknar%27s_Scythe,ArenaNet weapon icons|Unique scythe icons
Droknar's_Shortbow.png,Droknar's Shortbow,https://wiki.guildwars.com/wiki/Droknar%27s_Shortbow,ArenaNet weapon icons|Unique bow icons
Droknar's_Spear.png,Droknar's Spear,https://wiki.guildwars.com/wiki/Droknar%27s_Spear,ArenaNet weapon icons|Unique spear icons
Droknar's_Staff.png,Droknar's Staff,https://wiki.guildwars.com/wiki/Droknar%27s_Staff,ArenaNet weapon icons|Unique staff icons
Droknar's_Strength.png,Droknar's Strength,https://wiki.guildwars.com/wiki/Droknar%27s_Strength,ArenaNet weapon icons|Unique spear icons
Droknar's_Strength_Shield.png,Droknar's Strength Shield,https://wiki.guildwars.com/wiki/Droknar%27s_Strength_Shield,ArenaNet weapon icons|Unique shield icons
Droknar's_Sword.png,Droknar's Sword,https://wiki.guildwars.com/wiki/Droknar%27s_Sword,ArenaNet weapon icons|Unique sword icons
Droknar's_Tactics_Shield.png,Droknar's Tactics Shield,https://wiki.guildwars.com/wiki/Droknar%27s_Tactics_Shield,ArenaNet weapon icons|Unique shield icons
Dryad_Bow.png,Dryad Bow,https://wiki.guildwars.com/wiki/Dryad_Bow,ArenaNet images|Bow icons
Dryder_Web.png,Dryder Web,https://wiki.guildwars.com/wiki/Dryder_Web,ArenaNet item icons|Trophy icons
Dual_Winged_Axe.png,Dual Winged Axe,https://wiki.guildwars.com/wiki/Dual_Winged_Axe,ArenaNet images|Axe icons
Dull_Carapace.png,Dull Carapace,https://wiki.guildwars.com/wiki/Dull_Carapace,ArenaNet item icons|Trophy icons
Dune_Burrower_Jaw.png,Dune Burrower Jaw,https://wiki.guildwars.com/wiki/Dune_Burrower_Jaw,ArenaNet item icons|Trophy icons
Dunkoro_Handwraps.png,Dunkoro Handwraps,,ArenaNet armor icons|Hero armor icons
Dunkoro_Pants.png,Dunkoro Pants,,ArenaNet images|Hero armor icons
Dunkoro_Sandals.png,Dunkoro Sandals,,ArenaNet armor icons|Hero armor icons
Dunkoro_Scalp_Design.png,Dunkoro Scalp Design,,ArenaNet armor icons|Hero armor icons
Dunkoro_Vestments.png,Dunkoro Vestments,,ArenaNet armor icons|Hero armor icons
Dunshek's_Purifier.png,Dunshek's Purifier,https://wiki.guildwars.com/wiki/Dunshek%27s_Purifier,ArenaNet weapon icons|Unique wand icons
Durgon's_Maul.png,Durgon's Maul,https://wiki.guildwars.com/wiki/Durgon%27s_Maul,ArenaNet weapon icons|Unique hammer icons
Dusk_Blade.png,Dusk Blade,https://wiki.guildwars.com/wiki/Dusk_Blade,ArenaNet images|Sword icons
Duskblade_Scythe.png,Duskblade Scythe,https://wiki.guildwars.com/wiki/Duskblade_Scythe,ArenaNet images|Scythe icons
Dusty_Insect_Carapace.png,Dusty Insect Carapace,https://wiki.guildwars.com/wiki/Dusty_Insect_Carapace,ArenaNet item icons|Trophy icons
Dwarven_Ale.png,Dwarven Ale,https://wiki.guildwars.com/wiki/Dwarven_Ale,Alcohol icons|ArenaNet item icons
Dwarven_Axe.png,Dwarven Axe,https://wiki.guildwars.com/wiki/Dwarven_Axe,ArenaNet images|Axe icons
Dwarven_Hammer.png,Dwarven Hammer,https://wiki.guildwars.com/wiki/Dwarven_Hammer,ArenaNet images|Hammer icons
Dwayna's_Diadem_f.png,Dwayna's Diadem f,,ArenaNet armor icons|Costume icons
Dwayna's_Diadem_m.png,Dwayna's Diadem m,,ArenaNet armor icons|Costume icons
Dwayna's_Grace.png,Dwayna's Grace,https://wiki.guildwars.com/wiki/Dwayna%27s_Grace,ArenaNet weapon icons|Unique scythe icons
Dwayna's_Regalia_f.png,Dwayna's Regalia f,,ArenaNet armor icons|Costume icons
Dwayna's_Regalia_m.png,Dwayna's Regalia m,,ArenaNet armor icons|Costume icons
